11948, 0, 1, 66.249.66.91, 20120110162625, 2303533, , 20120110162703
11948, 0, 1, 65.52.110.198, 20120110162703, 2303534, , 20120110162734
11948, 0, 1, 66.249.71.53, 20120110162734, 2303535, , 20120110162740
11948, 0, 1, 66.249.69.244, 20120110162740, 2303536, , 20120110162741
11948, 0, 1, 66.249.71.53, 20120110162741, 2303537, , 20120110162818
11948, 0, 1, 66.249.69.244, 20120110162818, 2303538, , 20120110162845
11948, 0, 1, 66.249.66.91, 20120110162845, 2303539, , 20120110162855
11948, 0, 1, 66.249.66.91, 20120110162855, 2303540, , 20120110162932
11948, 0, 1, 66.249.71.53, 20120110162932, 2303541, , 20120110163010
11948, 0, 1, 66.249.66.91, 20120110163010, 2303542, , 20120110163047
11948, 0, 1, 66.249.71.53, 20120110163047, 2303543, , 20120110163127
11948, 0, 1, 66.249.71.53, 20120110163127, 2303544, , 20120110163220
11948, 0, 1, 66.249.66.91, 20120110163220, 2303545, , 20120110163240
11948, 0, 1, 66.249.66.91, 20120110163240, 2303546, , 20120110163317
11948, 0, 1, 210.66.168.41, 20120110163317, 2303547, , 20120110163339
11948, 0, 1, 220.181.125.71, 20120110163339, 2303548, , 20120110163346
11948, 0, 1, 66.249.71.53, 20120110163346, 2303549, , 20120110163354
11948, 0, 1, 66.249.66.91, 20120110163354, 2303550, , 20120110163432
11948, 0, 1, 111.242.8.198, 20120110163432, 2303551, , 20120110163457
11948, 0, 1, 66.249.71.53, 20120110163457, 2303552, , 20120110163509
11948, 0, 1, 66.249.66.91, 20120110163509, 2303553, , 20120110163548
11948, 0, 1, 66.249.66.91, 20120110163548, 2303554, , 20120110163625
11948, 0, 1, 66.249.71.53, 20120110163625, 2303555, , 20120110163701
11948, 0, 1, 66.249.66.91, 20120110163701, 2303556, , 20120110163739
11948, 0, 1, 220.181.125.71, 20120110163739, 2303557, , 20120110163815
11948, 0, 1, 66.249.71.53, 20120110163815, 2303558, , 20120110163816
11948, 0, 1, 66.249.66.91, 20120110163816, 2303559, , 20120110163855
11948, 0, 1, 66.249.71.53, 20120110163855, 2303560, , 20120110164009
11948, 0, 1, 120.118.96.252, 20120110164009, 2303561, , 20120110164032
11948, 0, 1, 66.249.66.91, 20120110164032, 2303562, , 20120110164046
11948, 0, 1, 66.249.66.91, 20120110164046, 2303563, , 20120110164056
11948, 0, 1, 66.249.71.53, 20120110164056, 2303564, , 20120110164125
11948, 0, 1, 66.249.66.91, 20120110164125, 2303565, , 20120110164201
11948, 0, 1, 65.52.110.198, 20120110164201, 2303566, , 20120110164201
11948, 0, 1, 66.249.66.91, 20120110164201, 2303567, , 20120110164239
11948, 0, 1, 66.249.71.53, 20120110164239, 2303568, , 20120110164317
11948, 0, 1, 66.249.71.53, 20120110164317, 2303569, , 20120110164432
11948, 0, 1, 211.75.115.66, 20120110164432, 2303570, , 20120110164504
11948, 0, 1, 66.249.66.91, 20120110164504, 2303571, , 20120110164551
11948, 0, 1, 220.143.59.151, 20120110164551, 2303572, , 20120110164554
11948, 0, 1, 66.249.71.53, 20120110164554, 2303573, , 20120110164622
11948, 0, 1, 111.242.2.126, 20120110164622, 2303574, , 20120110164635
11948, 0, 1, 66.249.66.91, 20120110164635, 2303575, , 20120110164700
11948, 0, 1, 66.249.71.53, 20120110164700, 2303576, , 20120110164737
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110164737','2303577','20120110164815');insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110164815','2303578','20120110164852');insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110164852','2303579','20120110164930');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','140.123.22.28','20120110164930','2303580','20120110165005');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192601','2304007','20120110192618');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110192618','2304009','20120110192639');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192639','2304010','20120110192659');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','220.181.125.71','20120110192659','2304011','20120110192703');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110192703','2304012','20120110192716');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192716','2304013','20120110192719');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192719','2304014','20120110192740');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','140.123.234.54','20120110192740','2304015','20120110192744');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110192744','2304016','20120110192753');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192753','2304017','20120110192800');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192800','2304018','20120110192821');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','220.134.153.250','20120110192821','2304019','20120110192828');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110192828','2304020','20120110192831');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192831','2304021','20120110192841');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192841','2304022','20120110192902');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110192902','2304023','20120110192908');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192908','2304024','20120110192922');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110192922','2304025','20120110192943');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110192943','2304026','20120110192945');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','65.52.109.199','20120110192945','2304027','20120110193001');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110193001','2304028','20120110193004');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110193004','2304029','20120110193023');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193023','2304030','20120110193023');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193023','2304031','20120110193024');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','207.46.195.241','20120110193024','2304032','20120110193033');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193033','2304033','20120110193044');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193044','2304034','20120110193100');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193100','2304035','20120110193105');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110193105','2304036','20120110193126');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','61.60.254.9','20120110193126','2304037','20120110193132');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193132','2304038','20120110193138');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193138','2304039','20120110193145');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','207.46.192.45','20120110193145','2304040','20120110193151');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193151','2304041','20120110193206');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193206','2304042','20120110193215');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193215','2304043','20120110193226');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193226','2304044','20120110193247');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193247','2304045','20120110193253');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','65.52.109.199','20120110193253','2304046','20120110193307');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193307','2304047','20120110193307');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','220.181.108.78','20120110193307','2304048','20120110193308');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193308','2304049','20120110193328');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193328','2304050','20120110193330');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193330','2304051','20120110193348');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193348','2304052','20120110193407');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110193407','2304053','20120110193409');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193409','2304054','20120110193429');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193429','2304055','20120110193444');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110193444','2304056','20120110193449');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193449','2304057','20120110193510');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110193510','2304058','20120110193522');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193522','2304059','20120110193530');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193530','2304060','20120110193551');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193551','2304061','20120110193600');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193600','2304062','20120110193611');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','220.181.125.71','20120110193611','2304063','20120110193623');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193623','2304064','20120110193632');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','140.123.224.182','20120110193632','2304065','20120110193634');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193634','2304066','20120110193637');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193637','2304067','20120110193652');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','111.242.7.197','20120110193652','2304068','20120110193656');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193656','2304069','20120110193713');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193713','2304070','20120110193714');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','221.169.178.127','20120110193714','2304071','20120110193730');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193730','2304072','20120110193733');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193733','2304073','20120110193752');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193752','2304074','20120110193754');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193754','2304075','20120110193814');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193814','2304076','20120110193829');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193829','2304077','20120110193835');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193835','2304078','20120110193855');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110193855','2304079','20120110193907');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193907','2304080','20120110193936');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110193936','2304081','20120110193944');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193944','2304082','20120110193956');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110193956','2304083','20120110194017');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194017','2304084','20120110194022');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194022','2304085','20120110194037');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','140.123.237.125','20120110194037','2304086','20120110194040');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194040','2304087','20120110194058');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110194058','2304088','20120110194059');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110194059','2304089','20120110194118');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194118','2304090','20120110194136');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194136','2304091','20120110194139');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194139','2304092','20120110194159');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194159','2304093','20120110194214');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','140.123.239.133','20120110194214','2304094','20120110194218');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194218','2304095','20120110194220');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194220','2304096','20120110194240');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194240','2304097','20120110194251');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194251','2304098','20120110194300');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194300','2304099','20120110194321');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194321','2304100','20120110194329');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110194329','2304101','20120110194341');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194341','2304102','20120110194402');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194402','2304103','20120110194406');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194406','2304104','20120110194422');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110194422','2304105','20120110194443');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194443','2304106','20120110194521');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194521','2304107','20120110194558');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','220.181.125.71','20120110194558','2304108','20120110194633');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194633','2304109','20120110194636');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194636','2304110','20120110194713');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','220.181.108.167','20120110194713','2304111','20120110194734');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110194734','2304112','20120110194747');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194747','2304113','20120110194752');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194752','2304114','20120110194807');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','61.57.209.19','20120110194807','2304115','20120110194816');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110194816','2304116','20120110194828');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110194828','2304117','20120110194828');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110194828','2304118','20120110194848');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194848','2304119','20120110194905');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194905','2304120','20120110194909');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194909','2304121','20120110194929');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110194929','2304122','20120110194943');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110194943','2304123','20120110194950');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110194950','2304124','20120110195010');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195010','2304125','20120110195020');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195020','2304126','20120110195059');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195059','2304127','20120110195132');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195132','2304128','20120110195136');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195136','2304129','20120110195152');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','61.227.150.203','20120110195152','2304130','20120110195202');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195202','2304131','20120110195212');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195212','2304132','20120110195213');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195213','2304133','20120110195233');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110195233','2304134','20120110195251');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110195251','2304135','20120110195327');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195327','2304136','20120110195335');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195335','2304137','20120110195355');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195355','2304138','20120110195405');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195405','2304139','20120110195416');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110195416','2304140','20120110195442');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','65.52.109.199','20120110195442','2304141','20120110195509');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195509','2304142','20120110195521');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110195521','2304143','20120110195538');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195538','2304144','20120110195557');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195557','2304145','20120110195558');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110195558','2304146','20120110195635');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195635','2304147','20120110195639');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','65.52.109.199','20120110195639','2304148','20120110195710');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','65.52.109.199','20120110195710','2304149','20120110195710');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110195710','2304150','20120110195712');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195712','2304151','20120110195749');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195749','2304152','20120110195801');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110195801','2304153','20120110195826');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195826','2304154','20120110195904');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195904','2304155','20120110195923');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195923','2304156','20120110195935');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110195935','2304157','20120110195942');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110195942','2304158','20120110195943');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','220.181.125.71','20120110195943','2304159','20120110200003');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200003','2304160','20120110200003');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110200003','2304161','20120110200021');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200021','2304162','20120110200024');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110200024','2304163','20120110200056');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110200056','2304164','20120110200134');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','220.181.108.182','20120110200134','2304165','20120110200152');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110200152','2304166','20120110200212');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200212','2304167','20120110200247');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110200247','2304168','20120110200249');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110200249','2304169','20120110200326');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110200326','2304170','20120110200328');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110200328','2304171','20120110200403');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200403','2304172','20120110200409');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200409','2304173','20120110200430');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','65.52.110.198','20120110200430','2304174','20120110200440');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110200440','2304175','20120110200441');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200441','2304176','20120110200450');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200450','2304177','20120110200511');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110200511','2304178','20120110200518');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','65.52.109.199','20120110200518','2304179','20120110200523');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200523','2304180','20120110200531');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200531','2304181','20120110200552');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110200552','2304182','20120110200556');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110200556','2304183','20120110200612');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200612','2304184','20120110200632');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110200632','2304185','20120110200635');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200635','2304186','20120110200653');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200653','2304187','20120110200713');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110200713','2304188','20120110200720');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','220.181.125.71','20120110200720','2304189','20120110200733');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200733','2304190','20120110200734');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.68.41','20120110200734','2304191','20120110200754');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.71.53','20120110200754','2304192','20120110200758');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.66.91','20120110200758','2304193','20120110200832');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','66.249.69.244','20120110200832','2304194','20120110200835');
insert into log ( user_id, event_id, tag1, tag2, tag3, mtime ) values ( '0','1','65.52.110.198','20120110200835','2304195','20120110200910');
